,Ancho_cm,Alto_cm,Espesor_cm,Distancia_cm,BeamOn,Actividad_Ci,Neutrones,Gammas,Electrones,N_termicos,N_epitermicos,N_rapidos,Frac_termica_%,Efic_deteccion_%,Tasa_n_det_ps,Tasa_term_ps,Area_frontal_cm2,Cara_cuadrada
3508,18.0,5.0,18.0,0,100000,2.98,22,75,2,2,4,16,0.002,0.022,1442.32,0.03,90.0,False
3509,18.0,5.0,19.0,0,100000,2.98,19,50,0,2,7,10,0.002,0.019,1245.64,0.02,90.0,False
3510,18.0,5.0,1.0,0,100000,2.98,17374,10665,337,0,855,16519,0.0,17.374,1139039.44,0.0,90.0,False
3511,18.0,5.0,20.0,0,100000,2.98,13,53,1,1,4,8,0.001,0.013,852.28,0.01,90.0,False
3512,18.0,5.0,2.0,0,100000,2.98,7260,4549,152,6,740,6514,0.006,7.26,475965.6,28.56,90.0,False
3513,18.0,5.0,3.0,0,100000,2.98,3789,2349,69,16,540,3233,0.016,3.789,248406.84,39.75,90.0,False
3514,18.0,5.0,4.0,0,100000,2.98,2152,1399,38,14,360,1778,0.014,2.152,141085.12,19.75,90.0,False
3515,18.0,5.0,5.0,0,100000,2.98,1327,970,25,16,282,1029,0.016,1.327,86998.12,13.92,90.0,False
3516,18.0,5.0,6.0,0,100000,2.98,909,700,16,22,219,668,0.022,0.909,59594.04,13.11,90.0,False
3517,18.0,5.0,7.0,0,100000,2.98,654,479,15,14,172,468,0.014,0.654,42876.24,6.0,90.0,False
3518,18.0,5.0,8.0,0,100000,2.98,430,423,11,10,118,302,0.01,0.43,28190.8,2.82,90.0,False
3519,18.0,5.0,9.0,0,100000,2.98,290,287,3,15,77,198,0.015,0.29,19012.4,2.85,90.0,False
3520,18.0,6.0,10.0,0,100000,2.98,234,258,8,18,65,151,0.018,0.234,15341.04,2.76,108.0,False
3521,18.0,6.0,11.0,0,100000,2.98,208,193,2,10,58,140,0.01,0.208,13636.48,1.36,108.0,False
3522,18.0,6.0,12.0,0,100000,2.98,127,188,4,15,36,76,0.015,0.127,8326.12,1.25,108.0,False
3523,18.0,6.0,13.0,0,100000,2.98,103,132,3,7,31,65,0.007,0.103,6752.68,0.47,108.0,False
3524,18.0,6.0,14.0,0,100000,2.98,80,120,9,8,26,46,0.008,0.08,5244.8,0.42,108.0,False
3525,18.0,6.0,15.0,0,100000,2.98,61,98,1,5,12,44,0.005,0.061,3999.16,0.2,108.0,False
3526,18.0,6.0,16.0,0,100000,2.98,45,82,3,4,11,30,0.004,0.045,2950.2,0.12,108.0,False
3527,18.0,6.0,17.0,0,100000,2.98,22,85,3,1,10,11,0.001,0.022,1442.32,0.01,108.0,False
3528,18.0,6.0,18.0,0,100000,2.98,33,70,1,2,8,23,0.002,0.033,2163.48,0.04,108.0,False
3529,18.0,6.0,19.0,0,100000,2.98,17,71,0,2,4,11,0.002,0.017,1114.52,0.02,108.0,False
3530,18.0,6.0,1.0,0,100000,2.98,17394,10670,294,1,887,16506,0.001,17.394,1140350.64,11.4,108.0,False
3531,18.0,6.0,20.0,0,100000,2.98,11,48,0,1,4,6,0.001,0.011,721.16,0.01,108.0,False
3532,18.0,6.0,2.0,0,100000,2.98,7381,4361,139,4,695,6682,0.004,7.381,483898.36,19.36,108.0,False
3533,18.0,6.0,3.0,0,100000,2.98,3791,2345,85,22,523,3246,0.022,3.791,248537.96,54.68,108.0,False
3534,18.0,6.0,4.0,0,100000,2.98,2147,1417,44,17,385,1745,0.017,2.147,140757.32,23.93,108.0,False
3535,18.0,6.0,5.0,0,100000,2.98,1461,924,28,29,335,1097,0.029,1.461,95783.16,27.78,108.0,False
3536,18.0,6.0,6.0,0,100000,2.98,975,676,11,20,222,733,0.02,0.975,63921.0,12.78,108.0,False
3537,18.0,6.0,7.0,0,100000,2.98,608,513,20,25,156,427,0.025,0.608,39860.48,9.97,108.0,False
3538,18.0,6.0,8.0,0,100000,2.98,473,373,7,21,147,305,0.021,0.473,31009.88,6.51,108.0,False
3539,18.0,6.0,9.0,0,100000,2.98,334,318,7,16,97,221,0.016,0.334,21897.04,3.5,108.0,False
3540,18.0,7.0,10.0,0,100000,2.98,255,243,6,27,93,135,0.027,0.255,16717.8,4.51,126.0,False
3541,18.0,7.0,11.0,0,100000,2.98,217,209,3,19,73,125,0.019,0.217,14226.52,2.7,126.0,False
3542,18.0,7.0,12.0,0,100000,2.98,149,153,4,15,53,81,0.015,0.149,9768.44,1.47,126.0,False
3543,18.0,7.0,13.0,0,100000,2.98,88,154,7,4,27,57,0.004,0.088,5769.28,0.23,126.0,False
3544,18.0,7.0,14.0,0,100000,2.98,89,109,2,12,25,52,0.012,0.089,5834.84,0.7,126.0,False
3545,18.0,7.0,15.0,0,100000,2.98,79,116,3,5,25,49,0.005,0.079,5179.24,0.26,126.0,False
3546,18.0,7.0,16.0,0,100000,2.98,47,83,2,8,13,26,0.008,0.047,3081.32,0.25,126.0,False
3547,18.0,7.0,17.0,0,100000,2.98,38,81,3,4,15,19,0.004,0.038,2491.28,0.1,126.0,False
3548,18.0,7.0,18.0,0,100000,2.98,31,82,0,7,4,20,0.007,0.031,2032.36,0.14,126.0,False
3549,18.0,7.0,19.0,0,100000,2.98,27,76,3,3,10,14,0.003,0.027,1770.12,0.05,126.0,False
3550,18.0,7.0,1.0,0,100000,2.98,17419,10615,336,0,939,16480,0.0,17.419,1141989.64,0.0,126.0,False
3551,18.0,7.0,20.0,0,100000,2.98,16,53,3,2,2,12,0.002,0.016,1048.96,0.02,126.0,False
3552,18.0,7.0,2.0,0,100000,2.98,7288,4595,153,7,702,6579,0.007,7.288,477801.28,33.45,126.0,False
3553,18.0,7.0,3.0,0,100000,2.98,3680,2328,78,14,506,3160,0.014,3.68,241260.8,33.78,126.0,False
3554,18.0,7.0,4.0,0,100000,2.98,2217,1382,44,31,442,1744,0.031,2.217,145346.52,45.06,126.0,False
3555,18.0,7.0,5.0,0,100000,2.98,1428,920,20,29,338,1061,0.029,1.428,93619.68,27.15,126.0,False
3556,18.0,7.0,6.0,0,100000,2.98,936,639,22,36,257,643,0.036,0.936,61364.16,22.09,126.0,False
3557,18.0,7.0,7.0,0,100000,2.98,673,491,13,32,212,429,0.032,0.673,44121.88,14.12,126.0,False
3558,18.0,7.0,8.0,0,100000,2.98,482,413,13,33,139,310,0.033,0.482,31599.92,10.43,126.0,False
3559,18.0,7.0,9.0,0,100000,2.98,351,312,4,29,99,223,0.029,0.351,23011.56,6.67,126.0,False
3560,18.0,8.0,10.0,0,100000,2.98,307,248,12,29,89,189,0.029,0.307,20126.92,5.84,144.0,False
3561,18.0,8.0,11.0,0,100000,2.98,206,206,3,16,71,119,0.016,0.206,13505.36,2.16,144.0,False
3562,18.0,8.0,12.0,0,100000,2.98,159,180,2,23,55,81,0.023,0.159,10424.04,2.4,144.0,False
3563,18.0,8.0,13.0,0,100000,2.98,137,148,2,14,44,79,0.014,0.137,8981.72,1.26,144.0,False
3564,18.0,8.0,14.0,0,100000,2.98,95,130,2,18,34,43,0.018,0.095,6228.2,1.12,144.0,False
3565,18.0,8.0,15.0,0,100000,2.98,71,115,5,5,27,39,0.005,0.071,4654.76,0.23,144.0,False
3566,18.0,8.0,16.0,0,100000,2.98,57,91,1,6,25,26,0.006,0.057,3736.92,0.22,144.0,False
3567,18.0,8.0,17.0,0,100000,2.98,41,80,1,6,8,27,0.006,0.041,2687.96,0.16,144.0,False
3568,18.0,8.0,18.0,0,100000,2.98,44,74,5,5,17,22,0.005,0.044,2884.64,0.14,144.0,False
3569,18.0,8.0,19.0,0,100000,2.98,37,59,0,5,19,13,0.005,0.037,2425.72,0.12,144.0,False
3570,18.0,8.0,1.0,0,100000,2.98,17383,10670,340,0,878,16505,0.0,17.383,1139629.48,0.0,144.0,False
3571,18.0,8.0,20.0,0,100000,2.98,24,62,0,7,5,12,0.007,0.024,1573.44,0.11,144.0,False
3572,18.0,8.0,2.0,0,100000,2.98,7366,4608,136,7,722,6637,0.007,7.366,482914.96,33.8,144.0,False
3573,18.0,8.0,3.0,0,100000,2.98,3702,2389,81,14,560,3128,0.014,3.702,242703.12,33.98,144.0,False
3574,18.0,8.0,4.0,0,100000,2.98,2180,1492,43,26,432,1722,0.026,2.18,142920.8,37.16,144.0,False
3575,18.0,8.0,5.0,0,100000,2.98,1406,957,22,27,317,1062,0.027,1.406,92177.36,24.89,144.0,False
3576,18.0,8.0,6.0,0,100000,2.98,962,621,16,28,249,685,0.028,0.962,63068.72,17.66,144.0,False
3577,18.0,8.0,7.0,0,100000,2.98,681,520,10,28,197,456,0.028,0.681,44646.36,12.5,144.0,False
3578,18.0,8.0,8.0,0,100000,2.98,526,424,17,42,156,328,0.042,0.526,34484.56,14.48,144.0,False
3579,18.0,8.0,9.0,0,100000,2.98,391,300,9,30,134,227,0.03,0.391,25633.96,7.69,144.0,False
3580,18.0,9.0,10.0,0,100000,2.98,290,266,10,41,101,148,0.041,0.29,19012.4,7.8,162.0,False
3581,18.0,9.0,11.0,0,100000,2.98,225,205,3,32,69,124,0.032,0.225,14751.0,4.72,162.0,False
3582,18.0,9.0,12.0,0,100000,2.98,173,191,6,21,61,91,0.021,0.173,11341.88,2.38,162.0,False
3583,18.0,9.0,13.0,0,100000,2.98,136,153,6,17,50,69,0.017,0.136,8916.16,1.52,162.0,False
3584,18.0,9.0,14.0,0,100000,2.98,112,128,0,16,37,59,0.016,0.112,7342.72,1.17,162.0,False
3585,18.0,9.0,15.0,0,100000,2.98,59,111,2,9,24,26,0.009,0.059,3868.04,0.35,162.0,False
3586,18.0,9.0,16.0,0,100000,2.98,52,124,2,13,19,20,0.013,0.052,3409.12,0.44,162.0,False
3587,18.0,9.0,17.0,0,100000,2.98,55,94,0,8,20,27,0.008,0.055,3605.8,0.29,162.0,False
3588,18.0,9.0,18.0,0,100000,2.98,43,73,4,7,16,20,0.007,0.043,2819.08,0.2,162.0,False
3589,18.0,9.0,19.0,0,100000,2.98,32,69,5,4,14,14,0.004,0.032,2097.92,0.08,162.0,False
3590,18.0,9.0,1.0,0,100000,2.98,17415,10680,288,0,905,16510,0.0,17.415,1141727.4,0.0,162.0,False
3591,18.0,9.0,20.0,0,100000,2.98,18,63,1,3,6,9,0.003,0.018,1180.08,0.04,162.0,False
3592,18.0,9.0,2.0,0,100000,2.98,7223,4536,149,7,700,6516,0.007,7.223,473539.88,33.15,162.0,False
3593,18.0,9.0,3.0,0,100000,2.98,3636,2383,98,11,551,3074,0.011,3.636,238376.16,26.22,162.0,False
3594,18.0,9.0,4.0,0,100000,2.98,2225,1450,43,32,457,1736,0.032,2.225,145871.0,46.68,162.0,False
3595,18.0,9.0,5.0,0,100000,2.98,1429,1012,25,34,313,1082,0.034,1.429,93685.24,31.85,162.0,False
3596,18.0,9.0,6.0,0,100000,2.98,982,693,14,36,251,695,0.036,0.982,64379.92,23.18,162.0,False
3597,18.0,9.0,7.0,0,100000,2.98,744,532,11,34,245,465,0.034,0.744,48776.64,16.58,162.0,False
3598,18.0,9.0,8.0,0,100000,2.98,491,375,19,35,161,295,0.035,0.491,32189.96,11.27,162.0,False
3599,18.0,9.0,9.0,0,100000,2.98,421,337,4,29,140,252,0.029,0.421,27600.76,8.0,162.0,False
3600,19.0,10.0,10.0,0,100000,2.98,306,254,6,37,123,146,0.037,0.306,20061.36,7.42,190.0,False
3601,19.0,10.0,11.0,0,100000,2.98,216,229,5,29,67,120,0.029,0.216,14160.96,4.11,190.0,False
3602,19.0,10.0,12.0,0,100000,2.98,185,202,4,31,61,93,0.031,0.185,12128.6,3.76,190.0,False
3603,19.0,10.0,13.0,0,100000,2.98,123,161,3,15,47,61,0.015,0.123,8063.88,1.21,190.0,False
3604,19.0,10.0,14.0,0,100000,2.98,114,136,2,15,37,62,0.015,0.114,7473.84,1.12,190.0,False
3605,19.0,10.0,15.0,0,100000,2.98,93,112,4,20,26,47,0.02,0.093,6097.08,1.22,190.0,False
3606,19.0,10.0,16.0,0,100000,2.98,70,104,2,12,23,35,0.012,0.07,4589.2,0.55,190.0,False
3607,19.0,10.0,17.0,0,100000,2.98,71,88,4,11,28,32,0.011,0.071,4654.76,0.51,190.0,False
3608,19.0,10.0,18.0,0,100000,2.98,37,79,3,12,8,17,0.012,0.037,2425.72,0.29,190.0,False
3609,19.0,10.0,19.0,0,100000,2.98,38,87,0,10,14,14,0.01,0.038,2491.28,0.25,190.0,False
3610,19.0,10.0,1.0,0,100000,2.98,17780,10634,291,0,934,16846,0.0,17.78,1165656.8,0.0,190.0,False
3611,19.0,10.0,20.0,0,100000,2.98,24,86,3,7,9,8,0.007,0.024,1573.44,0.11,190.0,False
3612,19.0,10.0,2.0,0,100000,2.98,7275,4586,171,4,719,6552,0.004,7.275,476949.0,19.08,190.0,False
3613,19.0,10.0,3.0,0,100000,2.98,3804,2330,77,15,561,3228,0.015,3.804,249390.24,37.41,190.0,False
3614,19.0,10.0,4.0,0,100000,2.98,2272,1449,28,26,439,1807,0.026,2.272,148952.32,38.73,190.0,False
3615,19.0,10.0,5.0,0,100000,2.98,1380,983,29,46,335,999,0.046,1.38,90472.8,41.62,190.0,False
3616,19.0,10.0,6.0,0,100000,2.98,959,707,18,42,258,659,0.042,0.959,62872.04,26.41,190.0,False
3617,19.0,10.0,7.0,0,100000,2.98,754,569,11,59,229,466,0.059,0.754,49432.24,29.17,190.0,False
3618,19.0,10.0,8.0,0,100000,2.98,530,409,15,41,172,317,0.041,0.53,34746.8,14.25,190.0,False
3619,19.0,10.0,9.0,0,100000,2.98,413,349,14,33,150,230,0.033,0.413,27076.28,8.94,190.0,False
3620,19.0,11.0,10.0,0,100000,2.98,367,288,11,42,145,180,0.042,0.367,24060.52,10.11,209.0,False
3621,19.0,11.0,11.0,0,100000,2.98,235,211,2,39,87,109,0.039,0.235,15406.6,6.01,209.0,False
3622,19.0,11.0,12.0,0,100000,2.98,172,192,8,20,55,97,0.02,0.172,11276.32,2.26,209.0,False
3623,19.0,11.0,13.0,0,100000,2.98,147,163,4,22,50,75,0.022,0.147,9637.32,2.12,209.0,False
3624,19.0,11.0,14.0,0,100000,2.98,138,144,3,27,45,66,0.027,0.138,9047.28,2.44,209.0,False
3625,19.0,11.0,15.0,0,100000,2.98,87,116,3,22,23,42,0.022,0.087,5703.72,1.25,209.0,False
3626,19.0,11.0,16.0,0,100000,2.98,81,99,1,18,34,29,0.018,0.081,5310.36,0.96,209.0,False
3627,19.0,11.0,17.0,0,100000,2.98,54,82,2,14,17,23,0.014,0.054,3540.24,0.5,209.0,False
3628,19.0,11.0,18.0,0,100000,2.98,40,96,3,6,14,20,0.006,0.04,2622.4,0.16,209.0,False
3629,19.0,11.0,19.0,0,100000,2.98,42,68,0,7,19,16,0.007,0.042,2753.52,0.19,209.0,False
3630,19.0,11.0,1.0,0,100000,2.98,17662,10709,291,0,943,16719,0.0,17.662,1157920.72,0.0,209.0,False
3631,19.0,11.0,20.0,0,100000,2.98,24,73,0,4,12,8,0.004,0.024,1573.44,0.06,209.0,False
3632,19.0,11.0,2.0,0,100000,2.98,7214,4520,171,13,685,6516,0.013,7.214,472949.84,61.48,209.0,False
3633,19.0,11.0,3.0,0,100000,2.98,3834,2340,95,18,530,3286,0.018,3.834,251357.04,45.24,209.0,False
3634,19.0,11.0,4.0,0,100000,2.98,2205,1464,42,25,458,1722,0.025,2.205,144559.8,36.14,209.0,False
3635,19.0,11.0,5.0,0,100000,2.98,1485,986,26,34,357,1094,0.034,1.485,97356.6,33.1,209.0,False
3636,19.0,11.0,6.0,0,100000,2.98,976,692,19,37,275,664,0.037,0.976,63986.56,23.68,209.0,False
3637,19.0,11.0,7.0,0,100000,2.98,726,525,16,38,246,442,0.038,0.726,47596.56,18.09,209.0,False
3638,19.0,11.0,8.0,0,100000,2.98,538,405,6,45,163,330,0.045,0.538,35271.28,15.87,209.0,False
3639,19.0,11.0,9.0,0,100000,2.98,400,302,10,36,141,223,0.036,0.4,26224.0,9.44,209.0,False
3640,19.0,12.0,10.0,0,100000,2.98,326,282,10,40,119,167,0.04,0.326,21372.56,8.55,228.0,False
3641,19.0,12.0,11.0,0,100000,2.98,269,207,8,40,104,125,0.04,0.269,17635.64,7.05,228.0,False
3642,19.0,12.0,12.0,0,100000,2.98,196,189,3,35,72,89,0.035,0.196,12849.76,4.5,228.0,False
3643,19.0,12.0,13.0,0,100000,2.98,176,162,3,27,71,78,0.027,0.176,11538.56,3.12,228.0,False
3644,19.0,12.0,14.0,0,100000,2.98,122,160,4,22,44,56,0.022,0.122,7998.32,1.76,228.0,False
3645,19.0,12.0,15.0,0,100000,2.98,85,116,5,25,28,32,0.025,0.085,5572.6,1.39,228.0,False
3646,19.0,12.0,16.0,0,100000,2.98,66,124,1,13,22,31,0.013,0.066,4326.96,0.56,228.0,False
3647,19.0,12.0,17.0,0,100000,2.98,60,110,2,12,16,32,0.012,0.06,3933.6,0.47,228.0,False
3648,19.0,12.0,18.0,0,100000,2.98,48,91,2,11,18,19,0.011,0.048,3146.88,0.35,228.0,False
3649,19.0,12.0,19.0,0,100000,2.98,37,69,1,7,14,16,0.007,0.037,2425.72,0.17,228.0,False
3650,19.0,12.0,1.0,0,100000,2.98,17502,10652,303,1,846,16655,0.001,17.502,1147431.12,11.47,228.0,False
3651,19.0,12.0,20.0,0,100000,2.98,26,72,3,8,10,8,0.008,0.026,1704.56,0.14,228.0,False
3652,19.0,12.0,2.0,0,100000,2.98,7203,4477,161,7,725,6471,0.007,7.203,472228.68,33.06,228.0,False
3653,19.0,12.0,3.0,0,100000,2.98,3833,2363,79,22,545,3266,0.022,3.833,251291.48,55.28,228.0,False
3654,19.0,12.0,4.0,0,100000,2.98,2259,1418,56,26,460,1773,0.026,2.259,148100.04,38.51,228.0,False
3655,19.0,12.0,5.0,0,100000,2.98,1410,955,23,43,349,1018,0.043,1.41,92439.6,39.75,228.0,False
3656,19.0,12.0,6.0,0,100000,2.98,994,732,21,38,293,663,0.038,0.994,65166.64,24.76,228.0,False
3657,19.0,12.0,7.0,0,100000,2.98,763,533,10,50,235,478,0.05,0.763,50022.28,25.01,228.0,False
3658,19.0,12.0,8.0,0,100000,2.98,509,432,6,43,164,302,0.043,0.509,33370.04,14.35,228.0,False
3659,19.0,12.0,9.0,0,100000,2.98,428,336,10,38,153,237,0.038,0.428,28059.68,10.66,228.0,False
3660,19.0,13.0,10.0,0,100000,2.98,330,276,12,36,131,163,0.036,0.33,21634.8,7.79,247.0,False
3661,19.0,13.0,11.0,0,100000,2.98,256,215,2,37,95,124,0.037,0.256,16783.36,6.21,247.0,False
3662,19.0,13.0,12.0,0,100000,2.98,221,185,6,36,82,103,0.036,0.221,14488.76,5.22,247.0,False
3663,19.0,13.0,13.0,0,100000,2.98,168,154,2,38,69,61,0.038,0.168,11014.08,4.19,247.0,False
3664,19.0,13.0,14.0,0,100000,2.98,122,137,3,20,50,52,0.02,0.122,7998.32,1.6,247.0,False
3665,19.0,13.0,15.0,0,100000,2.98,93,128,3,19,38,36,0.019,0.093,6097.08,1.16,247.0,False
3666,19.0,13.0,16.0,0,100000,2.98,79,122,4,20,22,37,0.02,0.079,5179.24,1.04,247.0,False
3667,19.0,13.0,17.0,0,100000,2.98,61,98,0,10,26,25,0.01,0.061,3999.16,0.4,247.0,False
3668,19.0,13.0,18.0,0,100000,2.98,54,92,3,11,24,19,0.011,0.054,3540.24,0.39,247.0,False
3669,19.0,13.0,19.0,0,100000,2.98,39,73,0,9,19,11,0.009,0.039,2556.84,0.23,247.0,False
3670,19.0,13.0,1.0,0,100000,2.98,17618,10638,294,0,932,16686,0.0,17.618,1155036.08,0.0,247.0,False
3671,19.0,13.0,20.0,0,100000,2.98,38,65,1,8,13,17,0.008,0.038,2491.28,0.2,247.0,False
3672,19.0,13.0,2.0,0,100000,2.98,7285,4634,146,10,731,6544,0.01,7.285,477604.6,47.76,247.0,False
3673,19.0,13.0,3.0,0,100000,2.98,3615,2333,59,18,534,3063,0.018,3.615,236999.4,42.66,247.0,False
3674,19.0,13.0,4.0,0,100000,2.98,2169,1420,29,36,420,1713,0.036,2.169,142199.64,51.19,247.0,False
3675,19.0,13.0,5.0,0,100000,2.98,1469,1004,22,39,338,1092,0.039,1.469,96307.64,37.56,247.0,False
3676,19.0,13.0,6.0,0,100000,2.98,1098,695,23,58,310,730,0.058,1.098,71984.88,41.75,247.0,False
3677,19.0,13.0,7.0,0,100000,2.98,741,534,14,53,226,462,0.053,0.741,48579.96,25.75,247.0,False
3678,19.0,13.0,8.0,0,100000,2.98,548,396,11,42,192,314,0.042,0.548,35926.88,15.09,247.0,False
3679,19.0,13.0,9.0,0,100000,2.98,421,337,10,43,146,232,0.043,0.421,27600.76,11.87,247.0,False
3680,19.0,14.0,10.0,0,100000,2.98,329,288,6,51,111,167,0.051,0.329,21569.24,11.0,266.0,False
3681,19.0,14.0,11.0,0,100000,2.98,249,232,5,33,104,112,0.033,0.249,16324.44,5.39,266.0,False
3682,19.0,14.0,12.0,0,100000,2.98,180,196,5,29,73,78,0.029,0.18,11800.8,3.42,266.0,False
3683,19.0,14.0,13.0,0,100000,2.98,172,147,2,27,69,76,0.027,0.172,11276.32,3.04,266.0,False
3684,19.0,14.0,14.0,0,100000,2.98,137,141,5,25,54,58,0.025,0.137,8981.72,2.25,266.0,False
3685,19.0,14.0,15.0,0,100000,2.98,107,125,3,22,54,31,0.022,0.107,7014.92,1.54,266.0,False
3686,19.0,14.0,16.0,0,100000,2.98,75,135,1,12,35,28,0.012,0.075,4917.0,0.59,266.0,False
3687,19.0,14.0,17.0,0,100000,2.98,90,102,2,23,34,33,0.023,0.09,5900.4,1.36,266.0,False
3688,19.0,14.0,18.0,0,100000,2.98,51,83,4,12,16,23,0.012,0.051,3343.56,0.4,266.0,False
3689,19.0,14.0,19.0,0,100000,2.98,47,87,2,13,18,16,0.013,0.047,3081.32,0.4,266.0,False
3690,19.0,14.0,1.0,0,100000,2.98,17499,10685,303,1,945,16553,0.001,17.499,1147234.44,11.47,266.0,False
3691,19.0,14.0,20.0,0,100000,2.98,36,92,2,8,16,12,0.008,0.036,2360.16,0.19,266.0,False
3692,19.0,14.0,2.0,0,100000,2.98,7367,4618,157,6,729,6632,0.006,7.367,482980.52,28.98,266.0,False
3693,19.0,14.0,3.0,0,100000,2.98,3755,2296,80,18,531,3206,0.018,3.755,246177.8,44.31,266.0,False
3694,19.0,14.0,4.0,0,100000,2.98,2227,1464,39,30,436,1761,0.03,2.227,146002.12,43.8,266.0,False
3695,19.0,14.0,5.0,0,100000,2.98,1523,941,19,48,356,1119,0.048,1.523,99847.88,47.93,266.0,False
3696,19.0,14.0,6.0,0,100000,2.98,1002,705,23,43,306,653,0.043,1.002,65691.12,28.25,266.0,False
3697,19.0,14.0,7.0,0,100000,2.98,693,489,12,46,219,428,0.046,0.693,45433.08,20.9,266.0,False
3698,19.0,14.0,8.0,0,100000,2.98,559,393,12,50,208,301,0.05,0.559,36648.04,18.32,266.0,False
3699,19.0,14.0,9.0,0,100000,2.98,406,355,7,56,150,200,0.056,0.406,26617.36,14.91,266.0,False
3700,19.0,15.0,10.0,0,100000,2.98,366,249,2,46,141,179,0.046,0.366,23994.96,11.04,285.0,False
3701,19.0,15.0,11.0,0,100000,2.98,271,214,4,48,102,121,0.048,0.271,17766.76,8.53,285.0,False
3702,19.0,15.0,12.0,0,100000,2.98,201,218,4,35,83,83,0.035,0.201,13177.56,4.61,285.0,False
3703,19.0,15.0,13.0,0,100000,2.98,162,188,7,31,60,71,0.031,0.162,10620.72,3.29,285.0,False
3704,19.0,15.0,14.0,0,100000,2.98,141,149,5,21,57,63,0.021,0.141,9243.96,1.94,285.0,False
3705,19.0,15.0,15.0,0,100000,2.98,105,130,3,17,51,37,0.017,0.105,6883.8,1.17,285.0,False
3706,19.0,15.0,16.0,0,100000,2.98,97,117,2,25,46,26,0.025,0.097,6359.32,1.59,285.0,False
3707,19.0,15.0,17.0,0,100000,2.98,68,91,3,16,30,22,0.016,0.068,4458.08,0.71,285.0,False
3708,19.0,15.0,18.0,0,100000,2.98,43,93,5,12,16,15,0.012,0.043,2819.08,0.34,285.0,False
3709,19.0,15.0,19.0,0,100000,2.98,32,84,2,6,13,13,0.006,0.032,2097.92,0.13,285.0,False
3710,19.0,15.0,1.0,0,100000,2.98,17304,10647,294,2,838,16464,0.002,17.304,1134450.24,22.69,285.0,False
3711,19.0,15.0,20.0,0,100000,2.98,33,69,0,16,8,9,0.016,0.033,2163.48,0.35,285.0,False
3712,19.0,15.0,2.0,0,100000,2.98,7312,4624,132,7,720,6585,0.007,7.312,479374.72,33.56,285.0,False
3713,19.0,15.0,3.0,0,100000,2.98,3869,2350,73,15,574,3280,0.015,3.869,253651.64,38.05,285.0,False
3714,19.0,15.0,4.0,0,100000,2.98,2276,1444,33,39,449,1788,0.039,2.276,149214.56,58.19,285.0,False
3715,19.0,15.0,5.0,0,100000,2.98,1470,984,30,39,352,1079,0.039,1.47,96373.2,37.59,285.0,False
3716,19.0,15.0,6.0,0,100000,2.98,944,712,15,41,244,659,0.041,0.944,61888.64,25.37,285.0,False
3717,19.0,15.0,7.0,0,100000,2.98,755,550,17,63,238,454,0.063,0.755,49497.8,31.18,285.0,False
3718,19.0,15.0,8.0,0,100000,2.98,561,422,5,55,184,322,0.055,0.561,36779.16,20.23,285.0,False
3719,19.0,15.0,9.0,0,100000,2.98,448,333,9,48,176,224,0.048,0.448,29370.88,14.1,285.0,False
3720,19.0,16.0,10.0,0,100000,2.98,335,304,7,49,128,158,0.049,0.335,21962.6,10.76,304.0,False
3721,19.0,16.0,11.0,0,100000,2.98,251,248,10,46,93,112,0.046,0.251,16455.56,7.57,304.0,False
3722,19.0,16.0,12.0,0,100000,2.98,230,193,3,32,110,88,0.032,0.23,15078.8,4.83,304.0,False
3723,19.0,16.0,13.0,0,100000,2.98,181,159,2,36,67,78,0.036,0.181,11866.36,4.27,304.0,False
3724,19.0,16.0,14.0,0,100000,2.98,127,148,4,38,53,36,0.038,0.127,8326.12,3.16,304.0,False
3725,19.0,16.0,15.0,0,100000,2.98,97,139,2,15,40,42,0.015,0.097,6359.32,0.95,304.0,False
3726,19.0,16.0,16.0,0,100000,2.98,85,125,4,26,26,33,0.026,0.085,5572.6,1.45,304.0,False
3727,19.0,16.0,17.0,0,100000,2.98,56,100,2,15,22,19,0.015,0.056,3671.36,0.55,304.0,False
3728,19.0,16.0,18.0,0,100000,2.98,69,94,1,13,28,28,0.013,0.069,4523.64,0.59,304.0,False
3729,19.0,16.0,19.0,0,100000,2.98,35,79,0,7,17,11,0.007,0.035,2294.6,0.16,304.0,False
3730,19.0,16.0,1.0,0,100000,2.98,17363,10609,274,0,915,16448,0.0,17.363,1138318.28,0.0,304.0,False
3731,19.0,16.0,20.0,0,100000,2.98,39,73,2,12,13,14,0.012,0.039,2556.84,0.31,304.0,False
3732,19.0,16.0,2.0,0,100000,2.98,7277,4605,148,4,711,6562,0.004,7.277,477080.12,19.08,304.0,False
3733,19.0,16.0,3.0,0,100000,2.98,3730,2350,73,23,572,3135,0.023,3.73,244538.8,56.24,304.0,False
3734,19.0,16.0,4.0,0,100000,2.98,2355,1407,37,47,464,1844,0.047,2.355,154393.8,72.57,304.0,False
3735,19.0,16.0,5.0,0,100000,2.98,1469,973,27,49,377,1043,0.049,1.469,96307.64,47.19,304.0,False
3736,19.0,16.0,6.0,0,100000,2.98,1023,661,18,42,330,651,0.042,1.023,67067.88,28.17,304.0,False
3737,19.0,16.0,7.0,0,100000,2.98,782,499,18,57,235,490,0.057,0.782,51267.92,29.22,304.0,False
3738,19.0,16.0,8.0,0,100000,2.98,586,418,15,59,209,318,0.059,0.586,38418.16,22.67,304.0,False
