,Ancho_cm,Alto_cm,Espesor_cm,Distancia_cm,BeamOn,Actividad_Ci,Neutrones,Gammas,Electrones,N_termicos,N_epitermicos,N_rapidos,Frac_termica_%,Efic_deteccion_%,Tasa_n_det_ps,Tasa_term_ps,Area_frontal_cm2,Cara_cuadrada
1764,14.0,18.0,14.0,0,100000,2.98,145,136,2,31,66,48,0.031,0.145,9506.2,2.95,252.0,False
1765,14.0,18.0,15.0,0,100000,2.98,117,111,2,31,42,44,0.031,0.117,7670.52,2.38,252.0,False
1766,14.0,18.0,16.0,0,100000,2.98,84,110,3,19,30,35,0.019,0.084,5507.04,1.05,252.0,False
1767,14.0,18.0,17.0,0,100000,2.98,72,90,1,15,22,35,0.015,0.072,4720.32,0.71,252.0,False
1768,14.0,18.0,18.0,0,100000,2.98,62,94,4,14,20,28,0.014,0.062,4064.72,0.57,252.0,False
1769,14.0,18.0,19.0,0,100000,2.98,35,83,2,8,13,14,0.008,0.035,2294.6,0.18,252.0,False
1770,14.0,18.0,1.0,0,100000,2.98,17472,10629,319,1,916,16555,0.001,17.472,1145464.32,11.45,252.0,False
1771,14.0,18.0,20.0,0,100000,2.98,32,68,1,12,7,13,0.012,0.032,2097.92,0.25,252.0,False
1772,14.0,18.0,2.0,0,100000,2.98,7313,4524,158,10,708,6595,0.01,7.313,479440.28,47.94,252.0,False
1773,14.0,18.0,3.0,0,100000,2.98,3699,2365,68,13,573,3113,0.013,3.699,242506.44,31.53,252.0,False
1774,14.0,18.0,4.0,0,100000,2.98,2237,1503,45,38,437,1762,0.038,2.237,146657.72,55.73,252.0,False
1775,14.0,18.0,5.0,0,100000,2.98,1454,973,23,31,376,1047,0.031,1.454,95324.24,29.55,252.0,False
1776,14.0,18.0,6.0,0,100000,2.98,1000,707,22,52,298,650,0.052,1.0,65560.0,34.09,252.0,False
1777,14.0,18.0,7.0,0,100000,2.98,726,551,13,54,225,447,0.054,0.726,47596.56,25.7,252.0,False
1778,14.0,18.0,8.0,0,100000,2.98,575,394,14,51,207,317,0.051,0.575,37697.0,19.23,252.0,False
1779,14.0,18.0,9.0,0,100000,2.98,396,324,10,34,139,223,0.034,0.396,25961.76,8.83,252.0,False
1780,14.0,19.0,10.0,0,100000,2.98,334,285,5,55,116,163,0.055,0.334,21897.04,12.04,266.0,False
1781,14.0,19.0,11.0,0,100000,2.98,278,220,7,40,83,155,0.04,0.278,18225.68,7.29,266.0,False
1782,14.0,19.0,12.0,0,100000,2.98,223,188,1,35,98,90,0.035,0.223,14619.88,5.12,266.0,False
1783,14.0,19.0,13.0,0,100000,2.98,135,159,1,25,53,57,0.025,0.135,8850.6,2.21,266.0,False
1784,14.0,19.0,14.0,0,100000,2.98,131,140,3,25,58,48,0.025,0.131,8588.36,2.15,266.0,False
1785,14.0,19.0,15.0,0,100000,2.98,99,116,4,27,40,32,0.027,0.099,6490.44,1.75,266.0,False
1786,14.0,19.0,16.0,0,100000,2.98,69,116,1,15,26,28,0.015,0.069,4523.64,0.68,266.0,False
1787,14.0,19.0,17.0,0,100000,2.98,61,103,1,15,28,18,0.015,0.061,3999.16,0.6,266.0,False
1788,14.0,19.0,18.0,0,100000,2.98,49,90,3,12,18,19,0.012,0.049,3212.44,0.39,266.0,False
1789,14.0,19.0,19.0,0,100000,2.98,60,74,0,11,26,23,0.011,0.06,3933.6,0.43,266.0,False
1790,14.0,19.0,1.0,0,100000,2.98,17520,10857,303,0,863,16657,0.0,17.52,1148611.2,0.0,266.0,False
1791,14.0,19.0,20.0,0,100000,2.98,45,79,4,9,25,11,0.009,0.045,2950.2,0.27,266.0,False
1792,14.0,19.0,2.0,0,100000,2.98,7329,4536,168,5,750,6574,0.005,7.329,480489.24,24.02,266.0,False
1793,14.0,19.0,3.0,0,100000,2.98,3718,2388,76,11,536,3171,0.011,3.718,243752.08,26.81,266.0,False
1794,14.0,19.0,4.0,0,100000,2.98,2243,1326,39,37,431,1775,0.037,2.243,147051.08,54.41,266.0,False
1795,14.0,19.0,5.0,0,100000,2.98,1409,984,35,43,341,1025,0.043,1.409,92374.04,39.72,266.0,False
1796,14.0,19.0,6.0,0,100000,2.98,999,670,21,46,275,678,0.046,0.999,65494.44,30.13,266.0,False
1797,14.0,19.0,7.0,0,100000,2.98,774,540,11,65,224,485,0.065,0.774,50743.44,32.98,266.0,False
1798,14.0,19.0,8.0,0,100000,2.98,549,399,14,39,189,321,0.039,0.549,35992.44,14.04,266.0,False
1799,14.0,19.0,9.0,0,100000,2.98,478,323,4,48,152,278,0.048,0.478,31337.68,15.04,266.0,False
1800,14.0,1.0,10.0,0,100000,2.98,137,221,3,0,3,134,0.0,0.137,8981.72,0.0,14.0,False
1801,14.0,1.0,11.0,0,100000,2.98,86,183,4,0,1,85,0.0,0.086,5638.16,0.0,14.0,False
1802,14.0,1.0,12.0,0,100000,2.98,73,129,0,0,2,71,0.0,0.073,4785.88,0.0,14.0,False
1803,14.0,1.0,13.0,0,100000,2.98,49,123,2,0,0,49,0.0,0.049,3212.44,0.0,14.0,False
1804,14.0,1.0,14.0,0,100000,2.98,40,101,2,0,1,39,0.0,0.04,2622.4,0.0,14.0,False
1805,14.0,1.0,15.0,0,100000,2.98,28,77,0,0,0,28,0.0,0.028,1835.68,0.0,14.0,False
1806,14.0,1.0,16.0,0,100000,2.98,27,64,1,0,1,26,0.0,0.027,1770.12,0.0,14.0,False
1807,14.0,1.0,17.0,0,100000,2.98,17,56,0,0,0,17,0.0,0.017,1114.52,0.0,14.0,False
1808,14.0,1.0,18.0,0,100000,2.98,14,63,2,0,0,14,0.0,0.014,917.84,0.0,14.0,False
1809,14.0,1.0,19.0,0,100000,2.98,13,47,1,0,1,12,0.0,0.013,852.28,0.0,14.0,False
1810,14.0,1.0,1.0,0,100000,2.98,16789,10603,284,0,625,16164,0.0,16.789,1100686.84,0.0,14.0,False
1811,14.0,1.0,20.0,0,100000,2.98,7,52,1,0,0,7,0.0,0.007,458.92,0.0,14.0,False
1812,14.0,1.0,2.0,0,100000,2.98,6835,4431,104,0,338,6497,0.0,6.835,448102.6,0.0,14.0,False
1813,14.0,1.0,3.0,0,100000,2.98,3233,2298,59,0,191,3042,0.0,3.233,211955.48,0.0,14.0,False
1814,14.0,1.0,4.0,0,100000,2.98,1657,1379,35,0,84,1573,0.0,1.657,108632.92,0.0,14.0,False
1815,14.0,1.0,5.0,0,100000,2.98,987,917,22,0,37,950,0.0,0.987,64707.72,0.0,14.0,False
1816,14.0,1.0,6.0,0,100000,2.98,613,645,16,0,25,588,0.0,0.613,40188.28,0.0,14.0,False
1817,14.0,1.0,7.0,0,100000,2.98,371,457,11,0,17,354,0.0,0.371,24322.76,0.0,14.0,False
1818,14.0,1.0,8.0,0,100000,2.98,251,369,3,0,9,242,0.0,0.251,16455.56,0.0,14.0,False
1819,14.0,1.0,9.0,0,100000,2.98,212,277,5,0,11,201,0.0,0.212,13898.72,0.0,14.0,False
1820,14.0,20.0,10.0,0,100000,2.98,320,267,13,36,140,144,0.036,0.32,20979.2,7.55,280.0,False
1821,14.0,20.0,11.0,0,100000,2.98,277,225,10,45,98,134,0.045,0.277,18160.12,8.17,280.0,False
1822,14.0,20.0,12.0,0,100000,2.98,201,210,4,35,83,83,0.035,0.201,13177.56,4.61,280.0,False
1823,14.0,20.0,13.0,0,100000,2.98,166,155,5,37,62,67,0.037,0.166,10882.96,4.03,280.0,False
1824,14.0,20.0,14.0,0,100000,2.98,137,148,3,26,62,49,0.026,0.137,8981.72,2.34,280.0,False
1825,14.0,20.0,15.0,0,100000,2.98,110,130,7,28,42,40,0.028,0.11,7211.6,2.02,280.0,False
1826,14.0,20.0,16.0,0,100000,2.98,80,103,0,21,32,27,0.021,0.08,5244.8,1.1,280.0,False
1827,14.0,20.0,17.0,0,100000,2.98,80,103,3,19,32,29,0.019,0.08,5244.8,1.0,280.0,False
1828,14.0,20.0,18.0,0,100000,2.98,64,86,0,22,24,18,0.022,0.064,4195.84,0.92,280.0,False
1829,14.0,20.0,19.0,0,100000,2.98,39,98,1,8,20,11,0.008,0.039,2556.84,0.2,280.0,False
1830,14.0,20.0,1.0,0,100000,2.98,17231,10674,304,0,830,16401,0.0,17.231,1129664.36,0.0,280.0,False
1831,14.0,20.0,20.0,0,100000,2.98,38,67,2,8,15,15,0.008,0.038,2491.28,0.2,280.0,False
1832,14.0,20.0,2.0,0,100000,2.98,7254,4459,142,8,703,6543,0.008,7.254,475572.24,38.05,280.0,False
1833,14.0,20.0,3.0,0,100000,2.98,3796,2317,50,14,547,3235,0.014,3.796,248865.76,34.84,280.0,False
1834,14.0,20.0,4.0,0,100000,2.98,2275,1445,36,29,448,1798,0.029,2.275,149149.0,43.25,280.0,False
1835,14.0,20.0,5.0,0,100000,2.98,1453,949,27,44,352,1057,0.044,1.453,95258.68,41.91,280.0,False
1836,14.0,20.0,6.0,0,100000,2.98,1010,685,21,36,284,690,0.036,1.01,66215.6,23.84,280.0,False
1837,14.0,20.0,7.0,0,100000,2.98,806,524,14,48,274,484,0.048,0.806,52841.36,25.36,280.0,False
1838,14.0,20.0,8.0,0,100000,2.98,582,390,15,51,216,315,0.051,0.582,38155.92,19.46,280.0,False
1839,14.0,20.0,9.0,0,100000,2.98,405,340,5,57,137,211,0.057,0.405,26551.8,15.13,280.0,False
1840,14.0,2.0,10.0,0,100000,2.98,137,216,5,0,12,125,0.0,0.137,8981.72,0.0,28.0,False
1841,14.0,2.0,11.0,0,100000,2.98,93,168,4,0,9,84,0.0,0.093,6097.08,0.0,28.0,False
1842,14.0,2.0,12.0,0,100000,2.98,54,146,3,0,2,52,0.0,0.054,3540.24,0.0,28.0,False
1843,14.0,2.0,13.0,0,100000,2.98,43,121,5,0,6,37,0.0,0.043,2819.08,0.0,28.0,False
1844,14.0,2.0,14.0,0,100000,2.98,33,95,5,0,2,31,0.0,0.033,2163.48,0.0,28.0,False
1845,14.0,2.0,15.0,0,100000,2.98,29,96,0,0,3,26,0.0,0.029,1901.24,0.0,28.0,False
1846,14.0,2.0,16.0,0,100000,2.98,11,58,1,0,1,10,0.0,0.011,721.16,0.0,28.0,False
1847,14.0,2.0,17.0,0,100000,2.98,12,58,2,0,2,10,0.0,0.012,786.72,0.0,28.0,False
1848,14.0,2.0,18.0,0,100000,2.98,7,53,2,0,0,7,0.0,0.007,458.92,0.0,28.0,False
1849,14.0,2.0,19.0,0,100000,2.98,6,59,2,0,0,6,0.0,0.006,393.36,0.0,28.0,False
1850,14.0,2.0,1.0,0,100000,2.98,17281,10595,324,0,818,16463,0.0,17.281,1132942.36,0.0,28.0,False
1851,14.0,2.0,20.0,0,100000,2.98,7,47,2,0,0,7,0.0,0.007,458.92,0.0,28.0,False
1852,14.0,2.0,2.0,0,100000,2.98,7113,4552,122,1,527,6585,0.001,7.113,466328.28,4.66,28.0,False
1853,14.0,2.0,3.0,0,100000,2.98,3186,2354,85,0,294,2892,0.0,3.186,208874.16,0.0,28.0,False
1854,14.0,2.0,4.0,0,100000,2.98,1796,1425,37,2,182,1612,0.002,1.796,117745.76,2.35,28.0,False
1855,14.0,2.0,5.0,0,100000,2.98,1112,876,35,1,98,1013,0.001,1.112,72902.72,0.73,28.0,False
1856,14.0,2.0,6.0,0,100000,2.98,646,619,10,0,75,571,0.0,0.646,42351.76,0.0,28.0,False
1857,14.0,2.0,7.0,0,100000,2.98,388,478,14,1,46,341,0.001,0.388,25437.28,0.25,28.0,False
1858,14.0,2.0,8.0,0,100000,2.98,262,345,7,1,30,231,0.001,0.262,17176.72,0.17,28.0,False
1859,14.0,2.0,9.0,0,100000,2.98,163,311,4,1,15,147,0.001,0.163,10686.28,0.11,28.0,False
1860,14.0,3.0,10.0,0,100000,2.98,158,239,4,1,23,134,0.001,0.158,10358.48,0.1,42.0,False
1861,14.0,3.0,11.0,0,100000,2.98,118,176,5,3,20,95,0.003,0.118,7736.08,0.23,42.0,False
1862,14.0,3.0,12.0,0,100000,2.98,79,158,4,2,13,64,0.002,0.079,5179.24,0.1,42.0,False
1863,14.0,3.0,13.0,0,100000,2.98,49,137,6,1,7,41,0.001,0.049,3212.44,0.03,42.0,False
1864,14.0,3.0,14.0,0,100000,2.98,40,107,0,0,7,33,0.0,0.04,2622.4,0.0,42.0,False
1865,14.0,3.0,15.0,0,100000,2.98,18,94,3,0,1,17,0.0,0.018,1180.08,0.0,42.0,False
1866,14.0,3.0,16.0,0,100000,2.98,31,73,1,0,5,26,0.0,0.031,2032.36,0.0,42.0,False
1867,14.0,3.0,17.0,0,100000,2.98,13,63,1,0,1,12,0.0,0.013,852.28,0.0,42.0,False
1868,14.0,3.0,18.0,0,100000,2.98,8,60,2,0,1,7,0.0,0.008,524.48,0.0,42.0,False
1869,14.0,3.0,19.0,0,100000,2.98,8,53,3,0,1,7,0.0,0.008,524.48,0.0,42.0,False
1870,14.0,3.0,1.0,0,100000,2.98,17362,10584,309,0,825,16537,0.0,17.362,1138252.72,0.0,42.0,False
1871,14.0,3.0,20.0,0,100000,2.98,13,56,2,0,3,10,0.0,0.013,852.28,0.0,42.0,False
1872,14.0,3.0,2.0,0,100000,2.98,7286,4473,172,1,615,6670,0.001,7.286,477670.16,4.78,42.0,False
1873,14.0,3.0,3.0,0,100000,2.98,3585,2415,75,5,425,3155,0.005,3.585,235032.6,11.75,42.0,False
1874,14.0,3.0,4.0,0,100000,2.98,2035,1378,45,5,268,1762,0.005,2.035,133414.6,6.67,42.0,False
1875,14.0,3.0,5.0,0,100000,2.98,1172,904,27,3,189,980,0.003,1.172,76836.32,2.31,42.0,False
1876,14.0,3.0,6.0,0,100000,2.98,731,626,16,4,117,610,0.004,0.731,47924.36,1.92,42.0,False
1877,14.0,3.0,7.0,0,100000,2.98,485,458,18,4,83,398,0.004,0.485,31796.6,1.27,42.0,False
1878,14.0,3.0,8.0,0,100000,2.98,327,383,6,2,60,265,0.002,0.327,21438.12,0.43,42.0,False
1879,14.0,3.0,9.0,0,100000,2.98,228,277,8,2,34,192,0.002,0.228,14947.68,0.3,42.0,False
1880,14.0,4.0,10.0,0,100000,2.98,200,229,3,8,45,147,0.008,0.2,13112.0,1.05,56.0,False
1881,14.0,4.0,11.0,0,100000,2.98,135,204,5,2,23,110,0.002,0.135,8850.6,0.18,56.0,False
1882,14.0,4.0,12.0,0,100000,2.98,84,184,2,2,24,58,0.002,0.084,5507.04,0.11,56.0,False
1883,14.0,4.0,13.0,0,100000,2.98,70,132,2,2,10,58,0.002,0.07,4589.2,0.09,56.0,False
1884,14.0,4.0,14.0,0,100000,2.98,44,120,4,0,9,35,0.0,0.044,2884.64,0.0,56.0,False
1885,14.0,4.0,15.0,0,100000,2.98,31,89,2,0,9,22,0.0,0.031,2032.36,0.0,56.0,False
1886,14.0,4.0,16.0,0,100000,2.98,28,104,2,1,8,19,0.001,0.028,1835.68,0.02,56.0,False
1887,14.0,4.0,17.0,0,100000,2.98,25,78,3,0,3,22,0.0,0.025,1639.0,0.0,56.0,False
1888,14.0,4.0,18.0,0,100000,2.98,15,49,1,0,2,13,0.0,0.015,983.4,0.0,56.0,False
1889,14.0,4.0,19.0,0,100000,2.98,10,54,3,0,0,10,0.0,0.01,655.6,0.0,56.0,False
1890,14.0,4.0,1.0,0,100000,2.98,17376,10669,304,0,906,16470,0.0,17.376,1139170.56,0.0,56.0,False
1891,14.0,4.0,20.0,0,100000,2.98,8,50,0,0,2,6,0.0,0.008,524.48,0.0,56.0,False
1892,14.0,4.0,2.0,0,100000,2.98,7183,4586,140,5,713,6465,0.005,7.183,470917.48,23.55,56.0,False
1893,14.0,4.0,3.0,0,100000,2.98,3734,2373,68,5,517,3212,0.005,3.734,244801.04,12.24,56.0,False
1894,14.0,4.0,4.0,0,100000,2.98,2088,1422,49,10,328,1750,0.01,2.088,136889.28,13.69,56.0,False
1895,14.0,4.0,5.0,0,100000,2.98,1290,954,21,19,237,1034,0.019,1.29,84572.4,16.07,56.0,False
1896,14.0,4.0,6.0,0,100000,2.98,900,654,15,17,184,699,0.017,0.9,59004.0,10.03,56.0,False
1897,14.0,4.0,7.0,0,100000,2.98,577,484,13,7,126,444,0.007,0.577,37828.12,2.65,56.0,False
1898,14.0,4.0,8.0,0,100000,2.98,377,382,12,3,84,290,0.003,0.377,24716.12,0.74,56.0,False
1899,14.0,4.0,9.0,0,100000,2.98,271,288,9,5,44,222,0.005,0.271,17766.76,0.89,56.0,False
1900,14.0,5.0,10.0,0,100000,2.98,219,251,4,13,59,147,0.013,0.219,14357.64,1.87,70.0,False
1901,14.0,5.0,11.0,0,100000,2.98,158,216,5,11,36,111,0.011,0.158,10358.48,1.14,70.0,False
1902,14.0,5.0,12.0,0,100000,2.98,108,177,8,2,30,76,0.002,0.108,7080.48,0.14,70.0,False
1903,14.0,5.0,13.0,0,100000,2.98,77,149,1,2,16,59,0.002,0.077,5048.12,0.1,70.0,False
1904,14.0,5.0,14.0,0,100000,2.98,74,127,3,8,16,50,0.008,0.074,4851.44,0.39,70.0,False
1905,14.0,5.0,15.0,0,100000,2.98,49,107,3,2,13,34,0.002,0.049,3212.44,0.06,70.0,False
1906,14.0,5.0,16.0,0,100000,2.98,42,99,4,1,13,28,0.001,0.042,2753.52,0.03,70.0,False
1907,14.0,5.0,17.0,0,100000,2.98,21,80,2,0,5,16,0.0,0.021,1376.76,0.0,70.0,False
1908,14.0,5.0,18.0,0,100000,2.98,20,64,4,0,3,17,0.0,0.02,1311.2,0.0,70.0,False
1909,14.0,5.0,19.0,0,100000,2.98,19,64,1,3,3,13,0.003,0.019,1245.64,0.04,70.0,False
1910,14.0,5.0,1.0,0,100000,2.98,17427,10612,318,1,922,16504,0.001,17.427,1142514.12,11.43,70.0,False
1911,14.0,5.0,20.0,0,100000,2.98,9,58,2,0,3,6,0.0,0.009,590.04,0.0,70.0,False
1912,14.0,5.0,2.0,0,100000,2.98,7382,4534,151,9,726,6647,0.009,7.382,483963.92,43.56,70.0,False
1913,14.0,5.0,3.0,0,100000,2.98,3757,2367,59,5,558,3194,0.005,3.757,246308.92,12.32,70.0,False
1914,14.0,5.0,4.0,0,100000,2.98,2169,1432,30,17,404,1748,0.017,2.169,142199.64,24.17,70.0,False
1915,14.0,5.0,5.0,0,100000,2.98,1367,966,37,21,284,1062,0.021,1.367,89620.52,18.82,70.0,False
1916,14.0,5.0,6.0,0,100000,2.98,909,689,19,19,227,663,0.019,0.909,59594.04,11.32,70.0,False
1917,14.0,5.0,7.0,0,100000,2.98,570,499,13,9,133,428,0.009,0.57,37369.2,3.36,70.0,False
1918,14.0,5.0,8.0,0,100000,2.98,441,381,15,19,110,312,0.019,0.441,28911.96,5.49,70.0,False
1919,14.0,5.0,9.0,0,100000,2.98,318,303,5,11,78,229,0.011,0.318,20848.08,2.29,70.0,False
1920,14.0,6.0,10.0,0,100000,2.98,223,264,5,21,67,135,0.021,0.223,14619.88,3.07,84.0,False
1921,14.0,6.0,11.0,0,100000,2.98,182,247,7,12,55,115,0.012,0.182,11931.92,1.43,84.0,False
1922,14.0,6.0,12.0,0,100000,2.98,119,178,3,10,39,70,0.01,0.119,7801.64,0.78,84.0,False
1923,14.0,6.0,13.0,0,100000,2.98,84,119,2,9,28,47,0.009,0.084,5507.04,0.5,84.0,False
1924,14.0,6.0,14.0,0,100000,2.98,76,131,4,5,24,47,0.005,0.076,4982.56,0.25,84.0,False
1925,14.0,6.0,15.0,0,100000,2.98,40,104,1,2,13,25,0.002,0.04,2622.4,0.05,84.0,False
1926,14.0,6.0,16.0,0,100000,2.98,33,105,0,3,10,20,0.003,0.033,2163.48,0.06,84.0,False
1927,14.0,6.0,17.0,0,100000,2.98,32,81,2,0,14,18,0.0,0.032,2097.92,0.0,84.0,False
1928,14.0,6.0,18.0,0,100000,2.98,24,58,1,2,9,13,0.002,0.024,1573.44,0.03,84.0,False
1929,14.0,6.0,19.0,0,100000,2.98,16,56,3,0,6,10,0.0,0.016,1048.96,0.0,84.0,False
1930,14.0,6.0,1.0,0,100000,2.98,17370,10600,298,1,929,16440,0.001,17.37,1138777.2,11.39,84.0,False
1931,14.0,6.0,20.0,0,100000,2.98,12,52,4,1,4,7,0.001,0.012,786.72,0.01,84.0,False
1932,14.0,6.0,2.0,0,100000,2.98,7172,4490,133,9,699,6464,0.009,7.172,470196.32,42.32,84.0,False
1933,14.0,6.0,3.0,0,100000,2.98,3648,2313,69,11,530,3107,0.011,3.648,239162.88,26.31,84.0,False
1934,14.0,6.0,4.0,0,100000,2.98,2269,1438,44,24,447,1798,0.024,2.269,148755.64,35.7,84.0,False
1935,14.0,6.0,5.0,0,100000,2.98,1441,944,29,21,337,1083,0.021,1.441,94471.96,19.84,84.0,False
1936,14.0,6.0,6.0,0,100000,2.98,917,667,12,24,249,644,0.024,0.917,60118.52,14.43,84.0,False
1937,14.0,6.0,7.0,0,100000,2.98,660,483,16,33,180,447,0.033,0.66,43269.6,14.28,84.0,False
1938,14.0,6.0,8.0,0,100000,2.98,477,383,5,22,141,314,0.022,0.477,31272.12,6.88,84.0,False
1939,14.0,6.0,9.0,0,100000,2.98,331,284,12,11,98,222,0.011,0.331,21700.36,2.39,84.0,False
1940,14.0,7.0,10.0,0,100000,2.98,258,243,3,15,90,153,0.015,0.258,16914.48,2.54,98.0,False
1941,14.0,7.0,11.0,0,100000,2.98,203,194,4,22,67,114,0.022,0.203,13308.68,2.93,98.0,False
1942,14.0,7.0,12.0,0,100000,2.98,149,166,1,17,46,86,0.017,0.149,9768.44,1.66,98.0,False
1943,14.0,7.0,13.0,0,100000,2.98,106,133,6,16,28,62,0.016,0.106,6949.36,1.11,98.0,False
1944,14.0,7.0,14.0,0,100000,2.98,79,129,4,9,23,47,0.009,0.079,5179.24,0.47,98.0,False
1945,14.0,7.0,15.0,0,100000,2.98,53,111,4,8,16,29,0.008,0.053,3474.68,0.28,98.0,False
1946,14.0,7.0,16.0,0,100000,2.98,49,100,7,7,15,27,0.007,0.049,3212.44,0.22,98.0,False
1947,14.0,7.0,17.0,0,100000,2.98,40,71,1,5,11,24,0.005,0.04,2622.4,0.13,98.0,False
1948,14.0,7.0,18.0,0,100000,2.98,31,62,0,4,8,19,0.004,0.031,2032.36,0.08,98.0,False
1949,14.0,7.0,19.0,0,100000,2.98,27,48,1,5,12,10,0.005,0.027,1770.12,0.09,98.0,False
1950,14.0,7.0,1.0,0,100000,2.98,17588,10721,312,0,868,16720,0.0,17.588,1153069.28,0.0,98.0,False
1951,14.0,7.0,20.0,0,100000,2.98,22,67,0,1,9,12,0.001,0.022,1442.32,0.01,98.0,False
1952,14.0,7.0,2.0,0,100000,2.98,7255,4489,137,2,723,6530,0.002,7.255,475637.8,9.51,98.0,False
1953,14.0,7.0,3.0,0,100000,2.98,3814,2394,69,13,522,3279,0.013,3.814,250045.84,32.51,98.0,False
1954,14.0,7.0,4.0,0,100000,2.98,2169,1449,45,13,428,1728,0.013,2.169,142199.64,18.49,98.0,False
1955,14.0,7.0,5.0,0,100000,2.98,1441,945,31,38,341,1062,0.038,1.441,94471.96,35.9,98.0,False
1956,14.0,7.0,6.0,0,100000,2.98,939,694,12,37,238,664,0.037,0.939,61560.84,22.78,98.0,False
1957,14.0,7.0,7.0,0,100000,2.98,658,520,17,25,196,437,0.025,0.658,43138.48,10.78,98.0,False
1958,14.0,7.0,8.0,0,100000,2.98,502,393,9,29,130,343,0.029,0.502,32911.12,9.54,98.0,False
1959,14.0,7.0,9.0,0,100000,2.98,374,322,5,21,134,219,0.021,0.374,24519.44,5.15,98.0,False
1960,14.0,8.0,10.0,0,100000,2.98,268,259,10,19,100,149,0.019,0.268,17570.08,3.34,112.0,False
1961,14.0,8.0,11.0,0,100000,2.98,212,204,2,18,77,117,0.018,0.212,13898.72,2.5,112.0,False
1962,14.0,8.0,12.0,0,100000,2.98,161,195,10,14,63,84,0.014,0.161,10555.16,1.48,112.0,False
1963,14.0,8.0,13.0,0,100000,2.98,102,157,4,10,29,63,0.01,0.102,6687.12,0.67,112.0,False
1964,14.0,8.0,14.0,0,100000,2.98,92,148,1,11,35,46,0.011,0.092,6031.52,0.66,112.0,False
1965,14.0,8.0,15.0,0,100000,2.98,53,103,2,7,18,28,0.007,0.053,3474.68,0.24,112.0,False
1966,14.0,8.0,16.0,0,100000,2.98,59,103,1,15,25,19,0.015,0.059,3868.04,0.58,112.0,False
1967,14.0,8.0,17.0,0,100000,2.98,49,87,2,3,22,24,0.003,0.049,3212.44,0.1,112.0,False
1968,14.0,8.0,18.0,0,100000,2.98,40,68,0,7,10,23,0.007,0.04,2622.4,0.18,112.0,False
1969,14.0,8.0,19.0,0,100000,2.98,35,70,0,4,8,23,0.004,0.035,2294.6,0.09,112.0,False
1970,14.0,8.0,1.0,0,100000,2.98,17569,10594,269,0,848,16721,0.0,17.569,1151823.64,0.0,112.0,False
1971,14.0,8.0,20.0,0,100000,2.98,14,51,0,4,4,6,0.004,0.014,917.84,0.04,112.0,False
1972,14.0,8.0,2.0,0,100000,2.98,7282,4576,174,8,772,6502,0.008,7.282,477407.92,38.19,112.0,False
1973,14.0,8.0,3.0,0,100000,2.98,3679,2352,72,12,519,3148,0.012,3.679,241195.24,28.94,112.0,False
1974,14.0,8.0,4.0,0,100000,2.98,2226,1427,49,28,408,1790,0.028,2.226,145936.56,40.86,112.0,False
1975,14.0,8.0,5.0,0,100000,2.98,1369,946,23,36,315,1018,0.036,1.369,89751.64,32.31,112.0,False
1976,14.0,8.0,6.0,0,100000,2.98,991,670,14,53,277,661,0.053,0.991,64969.96,34.43,112.0,False
1977,14.0,8.0,7.0,0,100000,2.98,656,551,11,37,196,423,0.037,0.656,43007.36,15.91,112.0,False
1978,14.0,8.0,8.0,0,100000,2.98,511,394,14,37,148,326,0.037,0.511,33501.16,12.4,112.0,False
1979,14.0,8.0,9.0,0,100000,2.98,424,328,7,31,142,251,0.031,0.424,27797.44,8.62,112.0,False
1980,14.0,9.0,10.0,0,100000,2.98,325,258,9,25,123,177,0.025,0.325,21307.0,5.33,126.0,False
1981,14.0,9.0,11.0,0,100000,2.98,218,238,5,29,69,120,0.029,0.218,14292.08,4.14,126.0,False
1982,14.0,9.0,12.0,0,100000,2.98,148,181,2,24,37,87,0.024,0.148,9702.88,2.33,126.0,False
1983,14.0,9.0,13.0,0,100000,2.98,139,163,4,17,55,67,0.017,0.139,9112.84,1.55,126.0,False
1984,14.0,9.0,14.0,0,100000,2.98,114,136,6,12,45,57,0.012,0.114,7473.84,0.9,126.0,False
1985,14.0,9.0,15.0,0,100000,2.98,73,113,2,7,25,41,0.007,0.073,4785.88,0.34,126.0,False
1986,14.0,9.0,16.0,0,100000,2.98,60,95,3,6,22,32,0.006,0.06,3933.6,0.24,126.0,False
1987,14.0,9.0,17.0,0,100000,2.98,46,87,2,8,13,25,0.008,0.046,3015.76,0.24,126.0,False
1988,14.0,9.0,18.0,0,100000,2.98,37,81,1,8,12,17,0.008,0.037,2425.72,0.19,126.0,False
1989,14.0,9.0,19.0,0,100000,2.98,31,53,0,6,10,15,0.006,0.031,2032.36,0.12,126.0,False
1990,14.0,9.0,1.0,0,100000,2.98,17369,10596,301,0,836,16533,0.0,17.369,1138711.64,0.0,126.0,False
1991,14.0,9.0,20.0,0,100000,2.98,24,58,0,4,8,12,0.004,0.024,1573.44,0.06,126.0,False
1992,14.0,9.0,2.0,0,100000,2.98,7289,4526,134,7,738,6544,0.007,7.289,477866.84,33.45,126.0,False
1993,14.0,9.0,3.0,0,100000,2.98,3733,2441,70,13,553,3167,0.013,3.733,244735.48,31.82,126.0,False
1994,14.0,9.0,4.0,0,100000,2.98,2216,1474,43,20,446,1750,0.02,2.216,145280.96,29.06,126.0,False
1995,14.0,9.0,5.0,0,100000,2.98,1518,946,35,29,363,1126,0.029,1.518,99520.08,28.86,126.0,False
